0.006	0.00325
0.000650963		0.114478323		149.635729
0.000873171		0.10966382		150.3168598
0.000502825		0.106701049		152.7446716
0.000206548		0.102923516		153.2128733
0.000428756		0.098553429		148.2985703
5.84092E-05		0.094701826		150.9453959
0.000280617		0.09129464		144.2933086
5.84092E-05		0.086924552		140.8824456
-8.97294E-05		0.083221088		145.5160464
-0.000460076		0.078776932		146.5751888
-0.000978561		0.074925329		143.4146817
-0.001200769		0.071221866		141.9529575
-0.001274838		0.067148055		141.1155036
-0.000904491		0.063222384		141.4830737
-0.001200769		0.058852296		137.9440463
-0.00105263		0.055593248		137.3170624
-0.000830422		0.051741646		137.7591077
-0.001126699		0.047445628		135
-0.001422976		0.043149609		133.047491
-0.001497046		0.03900173		130.8918878
-0.001571115		0.035076058		132.6281578
-0.001497046		0.031224456		127.4053566
-0.001793323		0.027372853		126.6897228
-0.001571115		0.022188004		128.873067
-0.001793323		0.018262332		127.6780917
-0.002830293		0.013077483		124.8860479
-0.002978431		0.010410989		132.7605241
-0.003200639		0.011744236		155.8858015
-0.004904232		0.01441073		191.6047624
-0.00512644		0.014855146		217.5394339
-0.003941332		0.016336531		251.5650512
-0.004237609		0.018632679		267.8307424
-0.005422717		0.019965926		295.3241814
-0.005200509		0.022854627		313.9708452
-0.005867133		0.02366939		340.5069381
-0.006533756		0.026780299		368.673174
-0.006830034		0.029076447		397.0644496
-0.007422588		0.031076317		422.1985412
-0.007941073		0.032928049		442.2552895
-0.008459558		0.034557573		461.7499836
-0.008903973		0.036335236		483.4325601
-0.00920025		0.038557314		510.4334245
-0.01023722		0.039594284		540.4855458
-0.011051982		0.039520215		577.1582968
-0.010015013		0.041149739		601.3523835
-0.009866874		0.043297748		619.5741915
-0.010903844		0.04514948		647.4592026
-0.011570467		0.046556796		665.174723
-0.011718606		0.048852944		695.4803573
-0.012681506		0.050334329		720
-0.013422199		0.051889784		749.5778387
-0.014088823		0.053963724		773.5777165
-0.014755446		0.055667317		795.7429646
-0.015570208		0.057222772		816.2906708
-0.014903585		0.05848195		837.7796207
-0.015866485		0.060185543		860.0721329
-0.016607178		0.061889137		896.0548138
-0.017273802		0.062037275		930.8768131
-0.017051594		0.062852037		962.3332427
-0.01638497		0.064111215		980.0737545
-0.017125663		0.065814808		1005.179927
-0.018014494		0.067296194		1024.303489
-0.019273672		0.06766654		1039.398705
-0.019125534		0.070036757		1080
-0.019644019		0.07181442		1109.096889
-0.019866226		0.07285139		1126.218875
-0.019569949		0.073962429		1140.033258
-0.018783588		0.074970202		1156.211389
-0.018144865		0.076281107		1172.471037
-0.021199473		0.078184378		1207.626234
-0.021792028		0.080406456		1237.217594
-0.02253272		0.079739832		1283.805944
-0.023125275		0.080776802		1324.133643
-0.023865967		0.081739703		1337.366638
-0.023273413		0.08307295		1352.770216
-0.024310383		0.084554335		1380.963757
-0.024384452		0.08618386		1403.039445
-0.025051076		0.087517107		1428.690068
-0.025717699		0.088628146		1459.867045
-0.025273284		0.088702215		1476.229237
-0.026384323		0.090405808		1503.236006
-0.026310254		0.091664986		1519.81337
-0.027125016		0.092701956		1545.819194
-0.028310124		0.09329451		1563.690068
-0.029643371		0.093516718		1588.425809
-0.029124886		0.095072173		1626.645278
-0.02979151		0.095442519		1666.054405
-0.030087787		0.095961004		1686.317912
-0.029643371		0.096627628		1714.365258
